"RESULT"
"STATUS","0"
"ERROR_MSG","正常に終了しました。"
"DATE","2023-04-07T11:15:44.655+09:00"
"RESULT_INF"
"TOTAL_NUMBER","3876"
"FROM_NUMBER","1"
"TO_NUMBER","3876"
"TABLE_INF","0003459018"
"STAT_NAME","00200524","人口推計"
"GOV_ORG","00200","総務省"
"STATISTICS_NAME","人口推計 各年10月1日現在人口 平成27年国勢調査基準 統計表"
"TITLE","001","年齢（各歳）、男女別人口及び人口性比－総人口、日本人人口"
"CYCLE","年次"
"SURVEY_DATE","0"
"OPEN_DATE","2022-11-11"
"SMALL_AREA","0"
"COLLECT_AREA","該当なし"
"MAIN_CATEGORY","02","人口・世帯"
"SUB_CATEGORY","01","人口"
"OVERALL_TOTAL_NUMBER","3876"
"UPDATED_DATE","2022-11-11"
"STATISTICS_NAME_SPEC","人口推計","各年10月1日現在人口","平成27年国勢調査基準","統計表","",""
"TITLE_SPEC","","年齢（各歳）、男女別人口及び人口性比－総人口、日本人人口","","","",""
"NOTE","***","該当数値がないもの"
"NOTE","-","該当数値がないもの　"
"VALUE"
"cat01_code","男女別・性比","cat02_code","人口","cat03_code","年齢各歳","area_code","全国","time_code","時間軸（年月日現在）","unit","value","annotation"
"001","男女計","001","総人口","01002","1歳","00000","全国","1201","2019年10月1日現在","千人","941",""
"001","男女計","001","総人口","01003","2歳","00000","全国","1501","2015年10月1日現在","千人","1010",""
"001","男女計","001","総人口","01003","2歳","00000","全国","901","2016年10月1日現在","千人","974",""
"001","男女計","001","総人口","01003","2歳","00000","全国","1001","2017年10月1日現在","千人","960",""
"001","男女計","001","総人口","01003","2歳","00000","全国","1101","2018年10月1日現在","千人","1000",""
"001","男女計","001","総人口","01003","2歳","00000","全国","1201","2019年10月1日現在","千人","962",""
"001","男女計","001","総人口","01004","3歳","00000","全国","1501","2015年10月1日現在","千人","1016",""
"001","男女計","001","総人口","01004","3歳","00000","全国","901","2016年10月1日現在","千人","1011",""
"001","男女計","001","総人口","01004","3歳","00000","全国","1001","2017年10月1日現在","千人","975",""
"001","男女計","001","総人口","01004","3歳","00000","全国","1101","2018年10月1日現在","千人","960",""
"001","男女計","001","総人口","01004","3歳","00000","全国","1201","2019年10月1日現在","千人","1001",""
"001","男女計","001","総人口","01005","4歳","00000","全国","1501","2015年10月1日現在","千人","1045",""
"001","男女計","001","総人口","01005","4歳","00000","全国","901","2016年10月1日現在","千人","1017",""
"001","男女計","001","総人口","01005","4歳","00000","全国","1001","2017年10月1日現在","千人","1011",""
"001","男女計","001","総人口","01005","4歳","00000","全国","1101","2018年10月1日現在","千人","975",""
"001","男女計","001","総人口","01005","4歳","00000","全国","1201","2019年10月1日現在","千人","961",""
"001","男女計","001","総人口","01006","5歳","00000","全国","1501","2015年10月1日現在","千人","1048",""
"001","男女計","001","総人口","01006","5歳","00000","全国","901","2016年10月1日現在","千人","1045",""
"001","男女計","001","総人口","01006","5歳","00000","全国","1001","2017年10月1日現在","千人","1017",""
"001","男女計","001","総人口","01006","5歳","00000","全国","1101","2018年10月1日現在","千人","1012",""
"001","男女計","001","総人口","01006","5歳","00000","全国","1201","2019年10月1日現在","千人","975",""
"001","男女計","001","総人口","01007","6歳","00000","全国","1501","2015年10月1日現在","千人","1059",""
"001","男女計","001","総人口","01007","6歳","00000","全国","901","2016年10月1日現在","千人","1048",""
"001","男女計","001","総人口","01007","6歳","00000","全国","1001","2017年10月1日現在","千人","1045",""
"001","男女計","001","総人口","01007","6歳","00000","全国","1101","2018年10月1日現在","千人","1018",""
"001","男女計","001","総人口","01007","6歳","00000","全国","1201","2019年10月1日現在","千人","1012",""
"001","男女計","001","総人口","01008","7歳","00000","全国","1501","2015年10月1日現在","千人","1079",""
"001","男女計","001","総人口","01008","7歳","00000","全国","901","2016年10月1日現在","千人","1059",""
"001","男女計","001","総人口","01008","7歳","00000","全国","1001","2017年10月1日現在","千人","1049",""
"001","男女計","001","総人口","01008","7歳","00000","全国","1101","2018年10月1日現在","千人","1046",""
"001","男女計","001","総人口","01008","7歳","00000","全国","1201","2019年10月1日現在","千人","1018",""
"001","男女計","001","総人口","01009","8歳","00000","全国","1501","2015年10月1日現在","千人","1071",""
"001","男女計","001","総人口","01009","8歳","00000","全国","901","2016年10月1日現在","千人","1079",""
"001","男女計","001","総人口","01009","8歳","00000","全国","1001","2017年10月1日現在","千人","1060",""
"001","男女計","001","総人口","01009","8歳","00000","全国","1101","2018年10月1日現在","千人","1049",""
"001","男女計","001","総人口","01009","8歳","00000","全国","1201","2019年10月1日現在","千人","1046",""
"001","男女計","001","総人口","01010","9歳","00000","全国","1501","2015年10月1日現在","千人","1063",""
"001","男女計","001","総人口","01010","9歳","00000","全国","901","2016年10月1日現在","千人","1071",""
"001","男女計","001","総人口","01010","9歳","00000","全国","1001","2017年10月1日現在","千人","1080",""
"001","男女計","001","総人口","01010","9歳","00000","全国","1101","2018年10月1日現在","千人","1061",""
"001","男女計","001","総人口","01010","9歳","00000","全国","1201","2019年10月1日現在","千人","1050",""
"001","男女計","001","総人口","01011","10歳","00000","全国","1501","2015年10月1日現在","千人","1065",""
"001","男女計","001","総人口","01011","10歳","00000","全国","901","2016年10月1日現在","千人","1064",""
"001","男女計","001","総人口","01011","10歳","00000","全国","1001","2017年10月1日現在","千人","1072",""
"001","男女計","001","総人口","01011","10歳","00000","全国","1101","2018年10月1日現在","千人","1081",""
"001","男女計","001","総人口","01011","10歳","00000","全国","1201","2019年10月1日現在","千人","1061",""
"001","男女計","001","総人口","01012","11歳","00000","全国","1501","2015年10月1日現在","千人","1103",""
"001","男女計","001","総人口","01012","11歳","00000","全国","901","2016年10月1日現在","千人","1066",""
"001","男女計","001","総人口","01012","11歳","00000","全国","1001","2017年10月1日現在","千人","1065",""
"001","男女計","001","総人口","01012","11歳","00000","全国","1101","2018年10月1日現在","千人","1073",""
"001","男女計","001","総人口","01012","11歳","00000","全国","1201","2019年10月1日現在","千人","1081",""
"001","男女計","001","総人口","01013","12歳","00000","全国","1501","2015年10月1日現在","千人","1123",""
"001","男女計","001","総人口","01013","12歳","00000","全国","901","2016年10月1日現在","千人","1104",""
"001","男女計","001","総人口","01013","12歳","00000","全国","1001","2017年10月1日現在","千人","1067",""
"001","男女計","001","総人口","01013","12歳","00000","全国","1101","2018年10月1日現在","千人","1066",""
"001","男女計","001","総人口","01013","12歳","00000","全国","1201","2019年10月1日現在","千人","1074",""
"001","男女計","001","総人口","01014","13歳","00000","全国","1501","2015年10月1日現在","千人","1156",""
"001","男女計","001","総人口","01014","13歳","00000","全国","901","2016年10月1日現在","千人","1123",""
"001","男女計","001","総人口","01014","13歳","00000","全国","1001","2017年10月1日現在","千人","1105",""
"001","男女計","001","総人口","01014","13歳","00000","全国","1101","2018年10月1日現在","千人","1067",""
"001","男女計","001","総人口","01014","13歳","00000","全国","1201","2019年10月1日現在","千人","1066",""
"001","男女計","001","総人口","01015","14歳","00000","全国","1501","2015年10月1日現在","千人","1173",""
"001","男女計","001","総人口","01015","14歳","00000","全国","901","2016年10月1日現在","千人","1157",""
"001","男女計","001","総人口","01015","14歳","00000","全国","1001","2017年10月1日現在","千人","1124",""
"001","男女計","001","総人口","01015","14歳","00000","全国","1101","2018年10月1日現在","千人","1105",""
"001","男女計","001","総人口","01015","14歳","00000","全国","1201","2019年10月1日現在","千人","1068",""
"001","男女計","001","総人口","01016","15歳","00000","全国","1501","2015年10月1日現在","千人","1201",""
"001","男女計","001","総人口","01016","15歳","00000","全国","901","2016年10月1日現在","千人","1174",""
"001","男女計","001","総人口","01016","15歳","00000","全国","1001","2017年10月1日現在","千人","1158",""
"001","男女計","001","総人口","01016","15歳","00000","全国","1101","2018年10月1日現在","千人","1125",""
"001","男女計","001","総人口","01016","15歳","00000","全国","1201","2019年10月1日現在","千人","1106",""
"001","男女計","001","総人口","01017","16歳","00000","全国","1501","2015年10月1日現在","千人","1202",""
"001","男女計","001","総人口","01017","16歳","00000","全国","901","2016年10月1日現在","千人","1201",""
"001","男女計","001","総人口","01017","16歳","00000","全国","1001","2017年10月1日現在","千人","1174",""
"001","男女計","001","総人口","01017","16歳","00000","全国","1101","2018年10月1日現在","千人","1159",""
"001","男女計","001","総人口","01017","16歳","00000","全国","1201","2019年10月1日現在","千人","1125",""
"001","男女計","001","総人口","01018","17歳","00000","全国","1501","2015年10月1日現在","千人","1220",""
"001","男女計","001","総人口","01018","17歳","00000","全国","901","2016年10月1日現在","千人","1203",""
"001","男女計","001","総人口","01018","17歳","00000","全国","1001","2017年10月1日現在","千人","1202",""
"001","男女計","001","総人口","01018","17歳","00000","全国","1101","2018年10月1日現在","千人","1175",""
"001","男女計","001","総人口","01018","17歳","00000","全国","1201","2019年10月1日現在","千人","1159",""
"001","男女計","001","総人口","01019","18歳","00000","全国","1501","2015年10月1日現在","千人","1218",""
"001","男女計","001","総人口","01019","18歳","00000","全国","901","2016年10月1日現在","千人","1229",""
"001","男女計","001","総人口","01019","18歳","00000","全国","1001","2017年10月1日現在","千人","1212",""
"001","男女計","001","総人口","01019","18歳","00000","全国","1101","2018年10月1日現在","千人","1214",""
"001","男女計","001","総人口","01019","18歳","00000","全国","1201","2019年10月1日現在","千人","1188",""
"001","男女計","001","総人口","01020","19歳","00000","全国","1501","2015年10月1日現在","千人","1214",""
"001","男女計","001","総人口","01020","19歳","00000","全国","901","2016年10月1日現在","千人","1233",""
"001","男女計","001","総人口","01020","19歳","00000","全国","1001","2017年10月1日現在","千人","1248",""
"001","男女計","001","総人口","01020","19歳","00000","全国","1101","2018年10月1日現在","千人","1235",""
"001","男女計","001","総人口","01020","19歳","00000","全国","1201","2019年10月1日現在","千人","1242",""
"001","男女計","001","総人口","01021","20歳","00000","全国","1501","2015年10月1日現在","千人","1231",""
"001","男女計","001","総人口","01021","20歳","00000","全国","901","2016年10月1日現在","千人","1226",""
"001","男女計","001","総人口","01021","20歳","00000","全国","1001","2017年10月1日現在","千人","1248",""
"001","男女計","001","総人口","01021","20歳","00000","全国","1101","2018年10月1日現在","千人","1266",""
"001","男女計","001","総人口","01021","20歳","00000","全国","1201","2019年10月1日現在","千人","1255",""
"001","男女計","001","総人口","01022","21歳","00000","全国","1501","2015年10月1日現在","千人","1224",""
"001","男女計","001","総人口","01022","21歳","00000","全国","901","2016年10月1日現在","千人","1242",""
"001","男女計","001","総人口","01022","21歳","00000","全国","1001","2017年10月1日現在","千人","1239",""
"001","男女計","001","総人口","01022","21歳","00000","全国","1101","2018年10月1日現在","千人","1264",""
"001","男女計","001","総人口","01022","21歳","00000","全国","1201","2019年10月1日現在","千人","1284",""
"001","男女計","001","総人口","01023","22歳","00000","全国","1501","2015年10月1日現在","千人","1201",""
"001","男女計","001","総人口","01023","22歳","00000","全国","901","2016年10月1日現在","千人","1238",""
"001","男女計","001","総人口","01023","22歳","00000","全国","1001","2017年10月1日現在","千人","1260",""
"001","男女計","001","総人口","01023","22歳","00000","全国","1101","2018年10月1日現在","千人","1257",""
"001","男女計","001","総人口","01023","22歳","00000","全国","1201","2019年10月1日現在","千人","1283",""
"001","男女計","001","総人口","01024","23歳","00000","全国","1501","2015年10月1日現在","千人","1219",""
"001","男女計","001","総人口","01024","23歳","00000","全国","901","2016年10月1日現在","千人","1215",""
"001","男女計","001","総人口","01024","23歳","00000","全国","1001","2017年10月1日現在","千人","1254",""
"001","男女計","001","総人口","01024","23歳","00000","全国","1101","2018年10月1日現在","千人","1277",""
"001","男女計","001","総人口","01024","23歳","00000","全国","1201","2019年10月1日現在","千人","1275",""
"001","男女計","001","総人口","01025","24歳","00000","全国","1501","2015年10月1日現在","千人","1216",""
"001","男女計","001","総人口","01025","24歳","00000","全国","901","2016年10月1日現在","千人","1228",""
"001","男女計","001","総人口","01025","24歳","00000","全国","1001","2017年10月1日現在","千人","1226",""
"001","男女計","001","総人口","01025","24歳","00000","全国","1101","2018年10月1日現在","千人","1265",""
"001","男女計","001","総人口","01025","24歳","00000","全国","1201","2019年10月1日現在","千人","1290",""
"001","男女計","001","総人口","01026","25歳","00000","全国","1501","2015年10月1日現在","千人","1239",""
"001","男女計","001","総人口","01026","25歳","00000","全国","901","2016年10月1日現在","千人","1221",""
"001","男女計","001","総人口","01026","25歳","00000","全国","1001","2017年10月1日現在","千人","1234",""
"001","男女計","001","総人口","01026","25歳","00000","全国","1101","2018年10月1日現在","千人","1234",""
"001","男女計","001","総人口","01026","25歳","00000","全国","1201","2019年10月1日現在","千人","1273",""
"001","男女計","001","総人口","01027","26歳","00000","全国","1501","2015年10月1日現在","千人","1268",""
"001","男女計","001","総人口","01027","26歳","00000","全国","901","2016年10月1日現在","千人","1242",""
"001","男女計","001","総人口","01027","26歳","00000","全国","1001","2017年10月1日現在","千人","1225",""
"001","男女計","001","総人口","01027","26歳","00000","全国","1101","2018年10月1日現在","千人","1238",""
"001","男女計","001","総人口","01027","26歳","00000","全国","1201","2019年10月1日現在","千人","1240",""
"001","男女計","001","総人口","01028","27歳","00000","全国","1501","2015年10月1日現在","千人","1310",""
"001","男女計","001","総人口","01028","27歳","00000","全国","901","2016年10月1日現在","千人","1270",""
"001","男女計","001","総人口","01028","27歳","00000","全国","1001","2017年10月1日現在","千人","1245",""
"001","男女計","001","総人口","01028","27歳","00000","全国","1101","2018年10月1日現在","千人","1228",""
"001","男女計","001","総人口","01028","27歳","00000","全国","1201","2019年10月1日現在","千人","1243",""
"001","男女計","001","総人口","01029","28歳","00000","全国","1501","2015年10月1日現在","千人","1346",""
"001","男女計","001","総人口","01029","28歳","00000","全国","901","2016年10月1日現在","千人","1312",""
"001","男女計","001","総人口","01029","28歳","00000","全国","1001","2017年10月1日現在","千人","1273",""
"001","男女計","001","総人口","01029","28歳","00000","全国","1101","2018年10月1日現在","千人","1248",""
"001","男女計","001","総人口","01029","28歳","00000","全国","1201","2019年10月1日現在","千人","1232",""
"001","男女計","001","総人口","01030","29歳","00000","全国","1501","2015年10月1日現在","千人","1370",""
"001","男女計","001","総人口","01030","29歳","00000","全国","901","2016年10月1日現在","千人","1348",""
"001","男女計","001","総人口","01030","29歳","00000","全国","1001","2017年10月1日現在","千人","1314",""
"001","男女計","001","総人口","01030","29歳","00000","全国","1101","2018年10月1日現在","千人","1275",""
"001","男女計","001","総人口","01030","29歳","00000","全国","1201","2019年10月1日現在","千人","1252",""
"001","男女計","001","総人口","01031","30歳","00000","全国","1501","2015年10月1日現在","千人","1424",""
"001","男女計","001","総人口","01031","30歳","00000","全国","901","2016年10月1日現在","千人","1371",""
"001","男女計","001","総人口","01031","30歳","00000","全国","1001","2017年10月1日現在","千人","1349",""
"001","男女計","001","総人口","01031","30歳","00000","全国","1101","2018年10月1日現在","千人","1315",""
"001","男女計","001","総人口","01031","30歳","00000","全国","1201","2019年10月1日現在","千人","1278",""
"001","男女計","001","総人口","01032","31歳","00000","全国","1501","2015年10月1日現在","千人","1471",""
"001","男女計","001","総人口","01032","31歳","00000","全国","901","2016年10月1日現在","千人","1425",""
"001","男女計","001","総人口","01032","31歳","00000","全国","1001","2017年10月1日現在","千人","1372",""
"001","男女計","001","総人口","01032","31歳","00000","全国","1101","2018年10月1日現在","千人","1350",""
"001","男女計","001","総人口","01032","31歳","00000","全国","1201","2019年10月1日現在","千人","1318",""
"001","男女計","001","総人口","01033","32歳","00000","全国","1501","2015年10月1日現在","千人","1493",""
"001","男女計","001","総人口","01033","32歳","00000","全国","901","2016年10月1日現在","千人","1471",""
"001","男女計","001","総人口","01033","32歳","00000","全国","1001","2017年10月1日現在","千人","1426",""
"001","男女計","001","総人口","01033","32歳","00000","全国","1101","2018年10月1日現在","千人","1373",""
"001","男女計","001","総人口","01033","32歳","00000","全国","1201","2019年10月1日現在","千人","1353",""
"001","男女計","001","総人口","01034","33歳","00000","全国","1501","2015年10月1日現在","千人","1496",""
"001","男女計","001","総人口","01034","33歳","00000","全国","901","2016年10月1日現在","千人","1494",""
"001","男女計","001","総人口","01034","33歳","00000","全国","1001","2017年10月1日現在","千人","1472",""
"001","男女計","001","総人口","01034","33歳","00000","全国","1101","2018年10月1日現在","千人","1426",""
"001","男女計","001","総人口","01034","33歳","00000","全国","1201","2019年10月1日現在","千人","1375",""
"001","男女計","001","総人口","01035","34歳","00000","全国","1501","2015年10月1日現在","千人","1512",""
"001","男女計","001","総人口","01035","34歳","00000","全国","901","2016年10月1日現在","千人","1496",""
"001","男女計","001","総人口","01035","34歳","00000","全国","1001","2017年10月1日現在","千人","1493",""
"001","男女計","001","総人口","01035","34歳","00000","全国","1101","2018年10月1日現在","千人","1472",""
"001","男女計","001","総人口","01035","34歳","00000","全国","1201","2019年10月1日現在","千人","1428",""
"001","男女計","001","総人口","01036","35歳","00000","全国","1501","2015年10月1日現在","千人","1578",""
"001","男女計","001","総人口","01036","35歳","00000","全国","901","2016年10月1日現在","千人","1512",""
"001","男女計","001","総人口","01036","35歳","00000","全国","1001","2017年10月1日現在","千人","1496",""
"001","男女計","001","総人口","01036","35歳","00000","全国","1101","2018年10月1日現在","千人","1493",""
"001","男女計","001","総人口","01036","35歳","00000","全国","1201","2019年10月1日現在","千人","1473",""
"001","男女計","001","総人口","01037","36歳","00000","全国","1501","2015年10月1日現在","千人","1619",""
"001","男女計","001","総人口","01037","36歳","00000","全国","901","2016年10月1日現在","千人","1578",""
"001","男女計","001","総人口","01037","36歳","00000","全国","1001","2017年10月1日現在","千人","1512",""
"001","男女計","001","総人口","01037","36歳","00000","全国","1101","2018年10月1日現在","千人","1495",""
"001","男女計","001","総人口","01037","36歳","00000","全国","1201","2019年10月1日現在","千人","1494",""
"001","男女計","001","総人口","01038","37歳","00000","全国","1501","2015年10月1日現在","千人","1683",""
"001","男女計","001","総人口","01038","37歳","00000","全国","901","2016年10月1日現在","千人","1619",""
"001","男女計","001","総人口","01038","37歳","00000","全国","1001","2017年10月1日現在","千人","1577",""
"001","男女計","001","総人口","01038","37歳","00000","全国","1101","2018年10月1日現在","千人","1511",""
"001","男女計","001","総人口","01038","37歳","00000","全国","1201","2019年10月1日現在","千人","1496",""
"001","男女計","001","総人口","01039","38歳","00000","全国","1501","2015年10月1日現在","千人","1727",""
"001","男女計","001","総人口","01039","38歳","00000","全国","901","2016年10月1日現在","千人","1682",""
"001","男女計","001","総人口","01039","38歳","00000","全国","1001","2017年10月1日現在","千人","1618",""
"001","男女計","001","総人口","01039","38歳","00000","全国","1101","2018年10月1日現在","千人","1576",""
"001","男女計","001","総人口","01039","38歳","00000","全国","1201","2019年10月1日現在","千人","1511",""
"001","男女計","001","総人口","01040","39歳","00000","全国","1501","2015年10月1日現在","千人","1810",""
"001","男女計","001","総人口","01040","39歳","00000","全国","901","2016年10月1日現在","千人","1727",""
"001","男女計","001","総人口","01040","39歳","00000","全国","1001","2017年10月1日現在","千人","1681",""
"001","男女計","001","総人口","01040","39歳","00000","全国","1101","2018年10月1日現在","千人","1618",""
"001","男女計","001","総人口","01040","39歳","00000","全国","1201","2019年10月1日現在","千人","1576",""
"001","男女計","001","総人口","01041","40歳","00000","全国","1501","2015年10月1日現在","千人","1890",""
"001","男女計","001","総人口","01041","40歳","00000","全国","901","2016年10月1日現在","千人","1810",""
"001","男女計","001","総人口","01041","40歳","00000","全国","1001","2017年10月1日現在","千人","1726",""
"001","男女計","001","総人口","01041","40歳","00000","全国","1101","2018年10月1日現在","千人","1681",""
"001","男女計","001","総人口","01041","40歳","00000","全国","1201","2019年10月1日現在","千人","1618",""
"001","男女計","001","総人口","01042","41歳","00000","全国","1501","2015年10月1日現在","千人","1995",""
"001","男女計","001","総人口","01042","41歳","00000","全国","901","2016年10月1日現在","千人","1889",""
"001","男女計","001","総人口","01042","41歳","00000","全国","1001","2017年10月1日現在","千人","1809",""
"001","男女計","001","総人口","01042","41歳","00000","全国","1101","2018年10月1日現在","千人","1726",""
"001","男女計","001","総人口","01042","41歳","00000","全国","1201","2019年10月1日現在","千人","1680",""
"001","男女計","001","総人口","01043","42歳","00000","全国","1501","2015年10月1日現在","千人","2029",""
"001","男女計","001","総人口","01043","42歳","00000","全国","901","2016年10月1日現在","千人","1994",""
"001","男女計","001","総人口","01043","42歳","00000","全国","1001","2017年10月1日現在","千人","1889",""
"001","男女計","001","総人口","01043","42歳","00000","全国","1101","2018年10月1日現在","千人","1808",""
"001","男女計","001","総人口","01043","42歳","00000","全国","1201","2019年10月1日現在","千人","1725",""
"001","男女計","001","総人口","01044","43歳","00000","全国","1501","2015年10月1日現在","千人","1993",""
"001","男女計","001","総人口","01044","43歳","00000","全国","901","2016年10月1日現在","千人","2028",""
"001","男女計","001","総人口","01044","43歳","00000","全国","1001","2017年10月1日現在","千人","1992",""
"001","男女計","001","総人口","01044","43歳","00000","全国","1101","2018年10月1日現在","千人","1888",""
"001","男女計","001","総人口","01044","43歳","00000","全国","1201","2019年10月1日現在","千人","1807",""
"001","男女計","001","総人口","01045","44歳","00000","全国","1501","2015年10月1日現在","千人","1940",""
"001","男女計","001","総人口","01045","44歳","00000","全国","901","2016年10月1日現在","千人","1991",""
"001","男女計","001","総人口","01045","44歳","00000","全国","1001","2017年10月1日現在","千人","2027",""
"001","男女計","001","総人口","01045","44歳","00000","全国","1101","2018年10月1日現在","千人","1991",""
"001","男女計","001","総人口","01045","44歳","00000","全国","1201","2019年10月1日現在","千人","1887",""
"001","男女計","001","総人口","01046","45歳","00000","全国","1501","2015年10月1日現在","千人","1881",""
"001","男女計","001","総人口","01046","45歳","00000","全国","901","2016年10月1日現在","千人","1938",""
"001","男女計","001","総人口","01046","45歳","00000","全国","1001","2017年10月1日現在","千人","1990",""
"001","男女計","001","総人口","01046","45歳","00000","全国","1101","2018年10月1日現在","千人","2025",""
"001","男女計","001","総人口","01046","45歳","00000","全国","1201","2019年10月1日現在","千人","1990",""
"001","男女計","001","総人口","01047","46歳","00000","全国","1501","2015年10月1日現在","千人","1852",""
"001","男女計","001","総人口","01047","46歳","00000","全国","901","2016年10月1日現在","千人","1880",""
"001","男女計","001","総人口","01047","46歳","00000","全国","1001","2017年10月1日現在","千人","1936",""
"001","男女計","001","総人口","01047","46歳","00000","全国","1101","2018年10月1日現在","千人","1987",""
"001","男女計","001","総人口","01047","46歳","00000","全国","1201","2019年10月1日現在","千人","2024",""
"001","男女計","001","総人口","01048","47歳","00000","全国","1501","2015年10月1日現在","千人","1812",""
"001","男女計","001","総人口","01048","47歳","00000","全国","901","2016年10月1日現在","千人","1850",""
"001","男女計","001","総人口","01048","47歳","00000","全国","1001","2017年10月1日現在","千人","1877",""
"001","男女計","001","総人口","01048","47歳","00000","全国","1101","2018年10月1日現在","千人","1934",""
"001","男女計","001","総人口","01048","47歳","00000","全国","1201","2019年10月1日現在","千人","1985",""
"001","男女計","001","総人口","01049","48歳","00000","全国","1501","2015年10月1日現在","千人","1808",""
"001","男女計","001","総人口","01049","48歳","00000","全国","901","2016年10月1日現在","千人","1809",""
"001","男女計","001","総人口","01049","48歳","00000","全国","1001","2017年10月1日現在","千人","1848",""
"001","男女計","001","総人口","01049","48歳","00000","全国","1101","2018年10月1日現在","千人","1875",""
"001","男女計","001","総人口","01049","48歳","00000","全国","1201","2019年10月1日現在","千人","1931",""
"001","男女計","001","総人口","01050","49歳","00000","全国","1501","2015年10月1日現在","千人","1413",""
"001","男女計","001","総人口","01050","49歳","00000","全国","901","2016年10月1日現在","千人","1805",""
"001","男女計","001","総人口","01050","49歳","00000","全国","1001","2017年10月1日現在","千人","1806",""
"001","男女計","001","総人口","01050","49歳","00000","全国","1101","2018年10月1日現在","千人","1845",""
"001","男女計","001","総人口","01050","49歳","00000","全国","1201","2019年10月1日現在","千人","1872",""
"001","男女計","001","総人口","01051","50歳","00000","全国","1501","2015年10月1日現在","千人","1744",""
"001","男女計","001","総人口","01051","50歳","00000","全国","901","2016年10月1日現在","千人","1410",""
"001","男女計","001","総人口","01051","50歳","00000","全国","1001","2017年10月1日現在","千人","1801",""
"001","男女計","001","総人口","01051","50歳","00000","全国","1101","2018年10月1日現在","千人","1803",""
"001","男女計","001","総人口","01051","50歳","00000","全国","1201","2019年10月1日現在","千人","1842",""
"001","男女計","001","総人口","01052","51歳","00000","全国","1501","2015年10月1日現在","千人","1634",""
"001","男女計","001","総人口","01052","51歳","00000","全国","901","2016年10月1日現在","千人","1740",""
"001","男女計","001","総人口","01052","51歳","00000","全国","1001","2017年10月1日現在","千人","1408",""
"001","男女計","001","総人口","01052","51歳","00000","全国","1101","2018年10月1日現在","千人","1797",""
"001","男女計","001","総人口","01052","51歳","00000","全国","1201","2019年10月1日現在","千人","1800",""
"001","男女計","001","総人口","01053","52歳","00000","全国","1501","2015年10月1日現在","千人","1592",""
"001","男女計","001","総人口","01053","52歳","00000","全国","901","2016年10月1日現在","千人","1630",""
"001","男女計","001","総人口","01053","52歳","00000","全国","1001","2017年10月1日現在","千人","1737",""
"001","男女計","001","総人口","01053","52歳","00000","全国","1101","2018年10月1日現在","千人","1405",""
"001","男女計","001","総人口","01053","52歳","00000","全国","1201","2019年10月1日現在","千人","1794",""
"001","男女計","001","総人口","01054","53歳","00000","全国","1501","2015年10月1日現在","千人","1539",""
"001","男女計","001","総人口","01054","53歳","00000","全国","901","2016年10月1日現在","千人","1588",""
"001","男女計","001","総人口","01054","53歳","00000","全国","1001","2017年10月1日現在","千人","1626",""
